codigo_ibge,candidaturas,nome_municipio,capital,sigla_uf,feminino,masculino,prop_feminino
4313037,3,NOVA ESPERANÇA DO SUL,0,RS,1,2,0.3333333333333333
4313060,3,NOVA HARTZ,0,RS,0,3,0
4313086,3,NOVA PÁDUA,0,RS,0,3,0
4313102,2,NOVA PALMA,0,RS,0,2,0
4313201,4,NOVA PETRÓPOLIS,0,RS,1,3,0.25
4313300,4,NOVA PRATA,0,RS,0,4,0
4313334,2,NOVA RAMADA,0,RS,0,2,0
4313359,2,NOVA ROMA DO SUL,0,RS,1,1,0.5
4313375,4,NOVA SANTA RITA,0,RS,0,4,0
4313490,2,NOVO BARREIRO,0,RS,1,1,0.5
4313391,3,NOVO CABRAIS,0,RS,0,3,0
4313409,7,NOVO HAMBURGO,0,RS,2,5,0.2857142857142857
4313425,2,NOVO MACHADO,0,RS,0,2,0
4313441,2,NOVO TIRADENTES,0,RS,0,2,0
4313466,2,NOVO XINGU,0,RS,0,2,0
4313508,3,OSÓRIO,0,RS,0,3,0
4313607,2,PAIM FILHO,0,RS,0,2,0
4313656,5,PALMARES DO SUL,0,RS,1,4,0.2
4313706,3,PALMEIRA DAS MISSÕES,0,RS,0,3,0
4313805,3,PALMITINHO,0,RS,0,3,0
4313904,4,PANAMBI,0,RS,0,4,0
4313953,2,PANTANO GRANDE,0,RS,0,2,0
4314001,2,PARAÍ,0,RS,1,1,0.5
4314027,2,PARAÍSO DO SUL,0,RS,0,2,0
4314035,2,PARECI NOVO,0,RS,0,2,0
4314050,3,PAROBÉ,0,RS,0,3,0
4314068,4,PASSA SETE,0,RS,1,3,0.25
4314076,4,PASSO DO SOBRADO,0,RS,1,3,0.25
4314100,7,PASSO FUNDO,0,RS,0,7,0
4314134,2,PAULO BENTO,0,RS,0,2,0
4314159,2,PAVERAMA,0,RS,0,2,0
4314175,2,PEDRAS ALTAS,0,RS,0,2,0
4314209,2,PEDRO OSÓRIO,0,RS,0,2,0
4314308,2,PEJUÇARA,0,RS,1,1,0.5
4314407,11,PELOTAS,0,RS,1,10,0.09090909090909091
4314423,3,PICADA CAFÉ,0,RS,1,2,0.3333333333333333
4314456,2,PINHAL,0,RS,0,2,0
4314464,2,PINHAL DA SERRA,0,RS,0,2,0
4314472,2,PINHAL GRANDE,0,RS,0,2,0
4314498,2,PINHEIRINHO DO VALE,0,RS,0,2,0
4314506,3,PINHEIRO MACHADO,0,RS,0,3,0
4314548,2,PINTO BANDEIRA,0,RS,0,2,0
4314555,2,PIRAPÓ,0,RS,0,2,0
4314605,5,PIRATINI,0,RS,0,5,0
4314704,4,PLANALTO,0,RS,1,3,0.25
4314753,2,POÇO DAS ANTAS,0,RS,1,1,0.5
4314779,3,PONTÃO,0,RS,0,3,0
4314787,2,PONTE PRETA,0,RS,0,2,0
4314803,3,PORTÃO,0,RS,0,3,0
4314902,13,PORTO ALEGRE,1,RS,3,10,0.23076923076923078
4315008,2,PORTO LUCENA,0,RS,0,2,0
4315057,2,PORTO MAUÁ,0,RS,0,2,0
4315073,1,PORTO VERA CRUZ,0,RS,0,1,0
4315107,2,PORTO XAVIER,0,RS,0,2,0
4315131,2,POUSO NOVO,0,RS,0,2,0
4315149,3,PRESIDENTE LUCENA,0,RS,1,2,0.3333333333333333
4315156,2,PROGRESSO,0,RS,0,2,0
4315172,1,PROTÁSIO ALVES,0,RS,0,1,0
4315206,2,PUTINGA,0,RS,1,1,0.5
4315305,3,QUARAÍ,0,RS,0,3,0
4315313,2,QUATRO IRMÃOS,0,RS,0,2,0
4315321,2,QUEVEDOS,0,RS,1,1,0.5
4315354,1,QUINZE DE NOVEMBRO,0,RS,0,1,0
4315404,3,REDENTORA,0,RS,0,3,0
4315453,3,RELVADO,0,RS,0,3,0
4315503,2,RESTINGA SÊCA,0,RS,0,2,0
4315552,2,RIO DOS ÍNDIOS,0,RS,0,2,0
4315602,8,RIO GRANDE,0,RS,3,5,0.375
4315701,4,RIO PARDO,0,RS,0,4,0
4315750,2,RIOZINHO,0,RS,0,2,0
4315800,3,ROCA SALES,0,RS,0,3,0
4315909,2,RODEIO BONITO,0,RS,0,2,0
4315958,3,ROLADOR,0,RS,0,3,0
4316006,3,ROLANTE,0,RS,0,3,0
4316105,3,RONDA ALTA,0,RS,0,3,0
4316204,1,RONDINHA,0,RS,0,1,0
4316303,2,ROQUE GONZALES,0,RS,0,2,0
4316402,7,ROSÁRIO DO SUL,0,RS,1,6,0.14285714285714285
4316428,1,SAGRADA FAMÍLIA,0,RS,0,1,0
4316436,2,SALDANHA MARINHO,0,RS,0,2,0
4316451,3,SALTO DO JACUÍ,0,RS,0,3,0
4316477,2,SALVADOR DAS MISSÕES,0,RS,0,2,0
4316501,2,SALVADOR DO SUL,0,RS,0,2,0
4316600,2,SANANDUVA,0,RS,0,2,0
4316709,2,SANTA BÁRBARA DO SUL,0,RS,0,2,0
4316733,2,SANTA CECÍLIA DO SUL,0,RS,0,2,0
4316758,2,SANTA CLARA DO SUL,0,RS,0,2,0
4316808,7,SANTA CRUZ DO SUL,0,RS,2,5,0.2857142857142857
4316972,2,SANTA MARGARIDA DO SUL,0,RS,0,2,0
4316907,6,SANTA MARIA,0,RS,0,6,0
4316956,2,SANTA MARIA DO HERVAL,0,RS,1,1,0.5
4317202,4,SANTA ROSA,0,RS,0,4,0
4317251,2,SANTA TEREZA,0,RS,1,1,0.5
4317301,3,SANTA VITÓRIA DO PALMAR,0,RS,0,3,0
4317004,4,SANTANA DA BOA VISTA,0,RS,1,3,0.25
4317103,7,SANTANA DO LIVRAMENTO,0,RS,2,5,0.2857142857142857
4317400,3,SANTIAGO,0,RS,0,3,0
4317509,5,SANTO ÂNGELO,0,RS,0,5,0
4317608,3,SANTO ANTÔNIO DA PATRULHA,0,RS,0,3,0
4317707,2,SANTO ANTÔNIO DAS MISSÕES,0,RS,1,1,0.5
4317558,2,SANTO ANTÔNIO DO PALMA,0,RS,0,2,0
4317756,3,SANTO ANTÔNIO DO PLANALTO,0,RS,0,3,0
4317806,3,SANTO AUGUSTO,0,RS,2,1,0.6666666666666666
4317905,2,SANTO CRISTO,0,RS,0,2,0
4317954,2,SANTO EXPEDITO DO SUL,0,RS,0,2,0
4318002,3,SÃO BORJA,0,RS,0,3,0
4318051,2,SÃO DOMINGOS DO SUL,0,RS,0,2,0
4318101,2,SÃO FRANCISCO DE ASSIS,0,RS,0,2,0
4318200,4,SÃO FRANCISCO DE PAULA,0,RS,0,4,0
4318309,3,SÃO GABRIEL,0,RS,1,2,0.3333333333333333
4318408,5,SÃO JERÔNIMO,0,RS,2,3,0.4
4318424,2,SÃO JOÃO DA URTIGA,0,RS,1,1,0.5
4318432,1,SÃO JOÃO DO POLÊSINE,0,RS,0,1,0
4318440,2,SÃO JORGE,0,RS,0,2,0
4318457,2,SÃO JOSÉ DAS MISSÕES,0,RS,0,2,0
4318465,2,SÃO JOSÉ DO HERVAL,0,RS,0,2,0
4318481,4,SÃO JOSÉ DO HORTÊNCIO,0,RS,1,3,0.25
4318499,2,SÃO JOSÉ DO INHACORÁ,0,RS,0,2,0
4318507,4,SÃO JOSÉ DO NORTE,0,RS,1,3,0.25
4318606,2,SÃO JOSÉ DO OURO,0,RS,0,2,0
4318614,2,SÃO JOSÉ DO SUL,0,RS,1,1,0.5
4318622,1,SÃO JOSÉ DOS AUSENTES,0,RS,0,1,0
4318705,4,SÃO LEOPOLDO,0,RS,0,4,0
4318804,6,SÃO LOURENÇO DO SUL,0,RS,2,4,0.3333333333333333
4318903,2,SÃO LUIZ GONZAGA,0,RS,0,2,0
4319000,3,SÃO MARCOS,0,RS,0,3,0
4319109,2,SÃO MARTINHO,0,RS,0,2,0
4319125,3,SÃO MARTINHO DA SERRA,0,RS,0,3,0
4319158,2,SÃO MIGUEL DAS MISSÕES,0,RS,0,2,0
4319208,3,SÃO NICOLAU,0,RS,0,3,0
4319307,2,SÃO PAULO DAS MISSÕES,0,RS,1,1,0.5
4319356,2,SÃO PEDRO DA SERRA,0,RS,1,1,0.5
4319364,2,SÃO PEDRO DAS MISSÕES,0,RS,0,2,0
4319372,2,SÃO PEDRO DO BUTIÁ,0,RS,0,2,0
4319406,3,SÃO PEDRO DO SUL,0,RS,1,2,0.3333333333333333
4319505,2,SÃO SEBASTIÃO DO CAÍ,0,RS,0,2,0
4319604,2,SÃO SEPÉ,0,RS,0,2,0
4319703,4,SÃO VALENTIM,0,RS,0,4,0
4319711,1,SÃO VALENTIM DO SUL,0,RS,0,1,0
4319737,2,SÃO VALÉRIO DO SUL,0,RS,0,2,0
4319752,2,SÃO VENDELINO,0,RS,1,1,0.5
4319802,2,SÃO VICENTE DO SUL,0,RS,0,2,0
4319901,7,SAPIRANGA,0,RS,1,6,0.14285714285714285
4320008,5,SAPUCAIA DO SUL,0,RS,1,4,0.2
4320107,2,SARANDI,0,RS,0,2,0
4320206,3,SEBERI,0,RS,0,3,0
4320230,2,SEDE NOVA,0,RS,0,2,0
4320263,1,SEGREDO,0,RS,0,1,0
4320305,3,SELBACH,0,RS,1,2,0.3333333333333333
4320321,2,SENADOR SALGADO FILHO,0,RS,0,2,0
4320354,2,SENTINELA DO SUL,0,RS,0,2,0
4320404,2,SERAFINA CORRÊA,0,RS,0,2,0
4320453,2,SÉRIO,0,RS,0,2,0
4320503,3,SERTÃO,0,RS,0,3,0
4320552,2,SERTÃO SANTANA,0,RS,0,2,0
4320578,2,SETE DE SETEMBRO,0,RS,1,1,0.5
4320602,1,SEVERIANO DE ALMEIDA,0,RS,0,1,0
4320651,2,SILVEIRA MARTINS,0,RS,1,1,0.5
4320677,3,SINIMBU,0,RS,1,2,0.3333333333333333
4320701,3,SOBRADINHO,0,RS,0,3,0
4320800,3,SOLEDADE,0,RS,1,2,0.3333333333333333
4320859,4,TABAÍ,0,RS,0,4,0
4320909,2,TAPEJARA,0,RS,0,2,0
4321006,3,TAPERA,0,RS,0,3,0
4321105,3,TAPES,0,RS,0,3,0
4321204,4,TAQUARA,0,RS,2,2,0.5
4321303,2,TAQUARI,0,RS,0,2,0
4321329,4,TAQUARUÇU DO SUL,0,RS,0,4,0
4321352,2,TAVARES,0,RS,1,1,0.5
4321402,2,TENENTE PORTELA,0,RS,1,1,0.5
4321436,2,TERRA DE AREIA,0,RS,0,2,0
4321451,3,TEUTÔNIA,0,RS,0,3,0
4321469,2,TIO HUGO,0,RS,0,2,0
4321477,2,TIRADENTES DO SUL,0,RS,0,2,0
4321493,2,TOROPI,0,RS,0,2,0
4321501,5,TORRES,0,RS,0,5,0
4321600,5,TRAMANDAÍ,0,RS,1,4,0.2
4321626,3,TRAVESSEIRO,0,RS,0,3,0
4321634,1,TRÊS ARROIOS,0,RS,0,1,0
4321667,2,TRÊS CACHOEIRAS,0,RS,0,2,0
4321709,5,TRÊS COROAS,0,RS,0,5,0
4321808,2,TRÊS DE MAIO,0,RS,0,2,0
4321832,2,TRÊS FORQUILHAS,0,RS,1,1,0.5
4321857,2,TRÊS PALMEIRAS,0,RS,0,2,0
4321907,4,TRÊS PASSOS,0,RS,0,4,0
4321956,2,TRINDADE DO SUL,0,RS,0,2,0
4322004,6,TRIUNFO,0,RS,0,6,0
4322103,3,TUCUNDUVA,0,RS,0,3,0
4322152,2,TUNAS,0,RS,0,2,0
4322186,3,TUPANCI DO SUL,0,RS,0,3,0
4322202,3,TUPANCIRETÃ,0,RS,0,3,0
4322251,2,TUPANDI,0,RS,0,2,0
4322301,1,TUPARENDI,0,RS,0,1,0
4322327,3,TURUÇU,0,RS,1,2,0.3333333333333333
4322343,3,UBIRETAMA,0,RS,0,3,0
4322350,3,UNIÃO DA SERRA,0,RS,0,3,0
4322376,2,UNISTALDA,0,RS,0,2,0
4322400,6,URUGUAIANA,0,RS,1,5,0.16666666666666666
4322509,4,VACARIA,0,RS,0,4,0
4322533,2,VALE DO SOL,0,RS,0,2,0
4322541,2,VALE REAL,0,RS,0,2,0
4322525,2,VALE VERDE,0,RS,0,2,0
4322558,2,VANINI,0,RS,0,2,0
4322608,2,VENÂNCIO AIRES,0,RS,0,2,0
4322707,4,VERA CRUZ,0,RS,1,3,0.25
4322806,1,VERANÓPOLIS,0,RS,0,1,0
4322855,2,VESPASIANO CORRÊA,0,RS,0,2,0
4322905,2,VIADUTOS,0,RS,1,1,0.5
4323002,7,VIAMÃO,0,RS,0,7,0
4323101,2,VICENTE DUTRA,0,RS,0,2,0
4323200,2,VICTOR GRAEFF,0,RS,0,2,0
4323309,2,VILA FLORES,0,RS,0,2,0
4323358,2,VILA LÂNGARO,0,RS,0,2,0
4323408,2,VILA MARIA,0,RS,0,2,0
4323457,2,VILA NOVA DO SUL,0,RS,0,2,0
4323507,2,VISTA ALEGRE,0,RS,0,2,0
4323606,2,VISTA ALEGRE DO PRATA,0,RS,0,2,0
4323705,2,VISTA GAÚCHA,0,RS,0,2,0
4323754,2,VITÓRIA DAS MISSÕES,0,RS,0,2,0
4323770,2,WESTFÁLIA,0,RS,0,2,0
4323804,4,XANGRI-LÁ,0,RS,0,4,0
4200051,2,ABDON BATISTA,0,SC,0,2,0
4200101,4,ABELARDO LUZ,0,SC,0,4,0
4200200,6,AGROLÂNDIA,0,SC,1,5,0.16666666666666666
4200309,3,AGRONÔMICA,0,SC,0,3,0
4200408,3,ÁGUA DOCE,0,SC,1,2,0.3333333333333333
4200507,2,ÁGUAS DE CHAPECÓ,0,SC,0,2,0
4200556,2,ÁGUAS FRIAS,0,SC,0,2,0
4200606,3,ÁGUAS MORNAS,0,SC,0,3,0
4200705,2,ALFREDO WAGNER,0,SC,0,2,0
4200754,2,ALTO BELA VISTA,0,SC,0,2,0
4200804,3,ANCHIETA,0,SC,0,3,0
4200903,3,ANGELINA,0,SC,1,2,0.3333333333333333
4201000,4,ANITA GARIBALDI,0,SC,0,4,0
4201109,2,ANITÁPOLIS,0,SC,1,1,0.5
4201208,2,ANTÔNIO CARLOS,0,SC,0,2,0
4201257,3,APIÚNA,0,SC,1,2,0.3333333333333333
4201273,3,ARABUTÃ,0,SC,1,2,0.3333333333333333
4201307,2,ARAQUARI,0,SC,0,2,0
4201406,5,ARARANGUÁ,0,SC,0,5,0
4201505,2,ARMAZÉM,0,SC,0,2,0
4201604,2,ARROIO TRINTA,0,SC,0,2,0
4201653,3,ARVOREDO,0,SC,0,3,0
4201703,3,ASCURRA,0,SC,0,3,0
4201802,2,ATALANTA,0,SC,0,2,0
4201901,2,AURORA,0,SC,0,2,0
4201950,3,BALNEÁRIO ARROIO DO SILVA,0,SC,0,3,0
4202057,5,BALNEÁRIO BARRA DO SUL,0,SC,0,5,0
4202008,6,BALNEÁRIO CAMBORIÚ,0,SC,0,6,0
4202073,5,BALNEÁRIO GAIVOTA,0,SC,0,5,0
4212809,3,BALNEÁRIO PIÇARRAS,0,SC,0,3,0
4220000,2,BALNEÁRIO RINCÃO,0,SC,0,2,0
4202081,3,BANDEIRANTE,0,SC,1,2,0.3333333333333333
4202099,1,BARRA BONITA,0,SC,0,1,0
4202107,6,BARRA VELHA,0,SC,0,6,0
4202131,2,BELA VISTA DO TOLDO,0,SC,0,2,0
4202156,3,BELMONTE,0,SC,0,3,0
4202206,2,BENEDITO NOVO,0,SC,2,0,1
4202305,7,BIGUAÇU,0,SC,1,6,0.14285714285714285
4202404,12,BLUMENAU,0,SC,3,9,0.25
4202438,2,BOCAINA DO SUL,0,SC,1,1,0.5
4202503,4,BOM JARDIM DA SERRA,0,SC,1,3,0.25
4202537,3,BOM JESUS,0,SC,0,3,0
4202578,2,BOM JESUS DO OESTE,0,SC,0,2,0
4202602,3,BOM RETIRO,0,SC,0,3,0
4202453,3,BOMBINHAS,0,SC,0,3,0
4202701,2,BOTUVERÁ,0,SC,0,2,0
4202800,2,BRAÇO DO NORTE,0,SC,0,2,0
4202859,4,BRAÇO DO TROMBUDO,0,SC,0,4,0
4202875,3,BRUNÓPOLIS,0,SC,1,2,0.3333333333333333
4202909,6,BRUSQUE,0,SC,0,6,0
4203006,4,CAÇADOR,0,SC,1,3,0.25
4203105,2,CAIBI,0,SC,0,2,0
4203154,3,CALMON,0,SC,0,3,0
4203204,4,CAMBORIÚ,0,SC,2,2,0.5
4203303,3,CAMPO ALEGRE,0,SC,1,2,0.3333333333333333
4203402,4,CAMPO BELO DO SUL,0,SC,0,4,0
4203501,5,CAMPO ERÊ,0,SC,3,2,0.6
4203600,2,CAMPOS NOVOS,0,SC,0,2,0
4203709,3,CANELINHA,0,SC,0,3,0
4203808,3,CANOINHAS,0,SC,1,2,0.3333333333333333
4203253,2,CAPÃO ALTO,0,SC,1,1,0.5
4203907,3,CAPINZAL,0,SC,0,3,0
4203956,4,CAPIVARI DE BAIXO,0,SC,0,4,0
4204004,4,CATANDUVAS,0,SC,2,2,0.5
4204103,2,CAXAMBU DO SUL,0,SC,0,2,0
4204152,2,CELSO RAMOS,0,SC,0,2,0
4204178,2,CERRO NEGRO,0,SC,0,2,0
4204194,2,CHAPADÃO DO LAGEADO,0,SC,0,2,0
4204202,7,CHAPECÓ,0,SC,1,6,0.14285714285714285
4204251,3,COCAL DO SUL,0,SC,1,2,0.3333333333333333
4204301,4,CONCÓRDIA,0,SC,1,3,0.25
4204350,2,CORDILHEIRA ALTA,0,SC,0,2,0
4204400,2,CORONEL FREITAS,0,SC,0,2,0
4204459,2,CORONEL MARTINS,0,SC,0,2,0
4204558,3,CORREIA PINTO,0,SC,0,3,0
4204509,3,CORUPÁ,0,SC,2,1,0.6666666666666666
4204608,7,CRICIÚMA,0,SC,1,6,0.14285714285714285
4204707,3,CUNHA PORÃ,0,SC,1,2,0.3333333333333333
4204756,2,CUNHATAÍ,0,SC,0,2,0
4204806,3,CURITIBANOS,0,SC,0,3,0
4204905,3,DESCANSO,0,SC,0,3,0
4205001,2,DIONÍSIO CERQUEIRA,0,SC,0,2,0
4205100,3,DONA EMMA,0,SC,1,2,0.3333333333333333
4205159,2,DOUTOR PEDRINHO,0,SC,1,1,0.5
4205175,3,ENTRE RIOS,0,SC,0,3,0
4205191,2,ERMO,0,SC,0,2,0
4205209,2,ERVAL VELHO,0,SC,0,2,0
4205308,4,FAXINAL DOS GUEDES,0,SC,0,4,0
4205357,2,FLOR DO SERTÃO,0,SC,0,2,0
4205407,10,FLORIANÓPOLIS,1,SC,2,8,0.2
4205431,3,FORMOSA DO SUL,0,SC,0,3,0
4205456,5,FORQUILHINHA,0,SC,0,5,0
4205506,5,FRAIBURGO,0,SC,2,3,0.4
4205555,3,FREI ROGÉRIO,0,SC,1,2,0.3333333333333333
4205605,2,GALVÃO,0,SC,1,1,0.5
4205704,6,GAROPABA,0,SC,0,6,0
4205803,3,GARUVA,0,SC,0,3,0
4205902,5,GASPAR,0,SC,0,5,0
4206009,2,GOVERNADOR CELSO RAMOS,0,SC,1,1,0.5
4206108,2,GRÃO-PARÁ,0,SC,0,2,0
4206207,4,GRAVATAL,0,SC,0,4,0
4206306,3,GUABIRUBA,0,SC,0,3,0
4206405,3,GUARACIABA,0,SC,0,3,0
4206504,3,GUARAMIRIM,0,SC,0,3,0
4206603,2,GUARUJÁ DO SUL,0,SC,0,2,0
4206652,3,GUATAMBÚ,0,SC,1,2,0.3333333333333333
4206702,5,HERVAL D'OESTE,0,SC,0,5,0
4206751,2,IBIAM,0,SC,0,2,0
4206801,2,IBICARÉ,0,SC,0,2,0
4206900,2,IBIRAMA,0,SC,0,2,0
4207007,3,IÇARA,0,SC,1,2,0.3333333333333333
4207106,2,ILHOTA,0,SC,0,2,0
4207205,9,IMARUÍ,0,SC,0,9,0
4207304,5,IMBITUBA,0,SC,3,2,0.6
4207403,2,IMBUIA,0,SC,0,2,0
4207502,4,INDAIAL,0,SC,1,3,0.25
4207577,2,IOMERÊ,0,SC,1,1,0.5
4207601,2,IPIRA,0,SC,0,2,0
4207650,2,IPORÃ DO OESTE,0,SC,0,2,0
4207684,2,IPUAÇU,0,SC,1,1,0.5
4207700,2,IPUMIRIM,0,SC,0,2,0
4207759,2,IRACEMINHA,0,SC,0,2,0
4207809,3,IRANI,0,SC,0,3,0
4207858,2,IRATI,0,SC,0,2,0
4207908,2,IRINEÓPOLIS,0,SC,0,2,0
4208005,2,ITÁ,0,SC,0,2,0
4208104,4,ITAIÓPOLIS,0,SC,0,4,0
4208203,5,ITAJAÍ,0,SC,0,5,0
4208302,4,ITAPEMA,0,SC,1,3,0.25
4208401,2,ITAPIRANGA,0,SC,0,2,0
4208450,6,ITAPOÁ,0,SC,0,6,0
4208500,2,ITUPORANGA,0,SC,0,2,0
4208609,3,JABORÁ,0,SC,0,3,0
4208708,2,JACINTO MACHADO,0,SC,1,1,0.5
4208807,5,JAGUARUNA,0,SC,1,4,0.2
4208906,3,JARAGUÁ DO SUL,0,SC,0,3,0
4208955,2,JARDINÓPOLIS,0,SC,0,2,0
4209003,4,JOAÇABA,0,SC,0,4,0
4209102,15,JOINVILLE,0,SC,2,13,0.13333333333333333
4209151,2,JOSÉ BOITEUX,0,SC,0,2,0
4209177,3,JUPIÁ,0,SC,0,3,0
4209201,2,LACERDÓPOLIS,0,SC,0,2,0
4209300,6,LAGES,0,SC,1,5,0.16666666666666666
4209409,6,LAGUNA,0,SC,0,6,0
4209458,3,LAJEADO GRANDE,0,SC,0,3,0
4209508,2,LAURENTINO,0,SC,0,2,0
4209607,3,LAURO MÜLLER,0,SC,1,2,0.3333333333333333
4209706,3,LEBON RÉGIS,0,SC,0,3,0
4209805,2,LEOBERTO LEAL,0,SC,0,2,0
4209854,3,LINDÓIA DO SUL,0,SC,0,3,0
4209904,2,LONTRAS,0,SC,0,2,0
4210001,2,LUÍS ALVES,0,SC,0,2,0
4210035,2,LUZERNA,0,SC,0,2,0
4210050,3,MACIEIRA,0,SC,0,3,0
4210100,7,MAFRA,0,SC,1,6,0.14285714285714285
4210209,2,MAJOR GERCINO,0,SC,0,2,0
4210308,3,MAJOR VIEIRA,0,SC,1,2,0.3333333333333333
4210407,2,MARACAJÁ,0,SC,0,2,0
4210506,2,MARAVILHA,0,SC,0,2,0
4210555,2,MAREMA,0,SC,0,2,0
4210605,3,MASSARANDUBA,0,SC,0,3,0
4210704,2,MATOS COSTA,0,SC,1,1,0.5
4210803,3,MELEIRO,0,SC,0,3,0
4210852,2,MIRIM DOCE,0,SC,1,1,0.5
4210902,2,MODELO,0,SC,0,2,0
4211009,2,MONDAÍ,0,SC,0,2,0
4211058,2,MONTE CARLO,0,SC,1,1,0.5
4211108,3,MONTE CASTELO,0,SC,1,2,0.3333333333333333
4211207,2,MORRO DA FUMAÇA,0,SC,0,2,0
4211256,1,MORRO GRANDE,0,SC,0,1,0
4211306,9,NAVEGANTES,0,SC,1,8,0.1111111111111111
4211405,3,NOVA ERECHIM,0,SC,0,3,0
4211454,3,NOVA ITABERABA,0,SC,0,3,0
4211504,3,NOVA TRENTO,0,SC,0,3,0
4211603,2,NOVA VENEZA,0,SC,0,2,0
4211652,3,NOVO HORIZONTE,0,SC,0,3,0
4211702,3,ORLEANS,0,SC,0,3,0
4211751,2,OTACÍLIO COSTA,0,SC,0,2,0
4211801,2,OURO,0,SC,0,2,0
4211850,3,OURO VERDE,0,SC,2,1,0.6666666666666666
4211876,3,PAIAL,0,SC,0,3,0
4211892,3,PAINEL,0,SC,1,2,0.3333333333333333
4211900,7,PALHOÇA,0,SC,0,7,0
4212007,3,PALMA SOLA,0,SC,0,3,0
4212056,3,PALMEIRA,0,SC,1,2,0.3333333333333333
4212106,2,PALMITOS,0,SC,0,2,0
4212205,3,PAPANDUVA,0,SC,0,3,0
4212239,2,PARAÍSO,0,SC,1,1,0.5
4212254,3,PASSO DE TORRES,0,SC,0,3,0
4212270,2,PASSOS MAIA,0,SC,0,2,0
4212304,3,PAULO LOPES,0,SC,0,3,0
4212403,2,PEDRAS GRANDES,0,SC,0,2,0
4212502,6,PENHA,0,SC,0,6,0
4212601,3,PERITIBA,0,SC,0,3,0
4212650,2,PESCARIA BRAVA,0,SC,0,2,0
4212700,2,PETROLÂNDIA,0,SC,0,2,0
4212908,3,PINHALZINHO,0,SC,0,3,0
4213005,3,PINHEIRO PRETO,0,SC,1,2,0.3333333333333333
4213104,2,PIRATUBA,0,SC,0,2,0
4213153,3,PLANALTO ALEGRE,0,SC,0,3,0
4213203,5,POMERODE,0,SC,0,5,0
4213302,3,PONTE ALTA,0,SC,0,3,0
4213351,2,PONTE ALTA DO NORTE,0,SC,0,2,0
4213401,3,PONTE SERRADA,0,SC,1,2,0.3333333333333333
4213500,2,PORTO BELO,0,SC,0,2,0
4213609,4,PORTO UNIÃO,0,SC,0,4,0
4213708,2,POUSO REDONDO,0,SC,0,2,0
4213807,2,PRAIA GRANDE,0,SC,0,2,0
4213906,2,PRESIDENTE CASTELO BRANCO,0,SC,0,2,0
4214003,3,PRESIDENTE GETÚLIO,0,SC,1,2,0.3333333333333333
4214102,2,PRESIDENTE NEREU,0,SC,0,2,0
4214151,2,PRINCESA,0,SC,0,2,0
4214201,2,QUILOMBO,0,SC,0,2,0
4214300,2,RANCHO QUEIMADO,0,SC,1,1,0.5
4214409,3,RIO DAS ANTAS,0,SC,0,3,0
4214508,2,RIO DO CAMPO,0,SC,0,2,0
4214607,2,RIO DO OESTE,0,SC,0,2,0
4214805,5,RIO DO SUL,0,SC,0,5,0
4214706,3,RIO DOS CEDROS,0,SC,0,3,0
4214904,2,RIO FORTUNA,0,SC,0,2,0
4215000,4,RIO NEGRINHO,0,SC,0,4,0
4215059,3,RIO RUFINO,0,SC,0,3,0
4215075,2,RIQUEZA,0,SC,0,2,0
4215109,2,RODEIO,0,SC,0,2,0
4215208,4,ROMELÂNDIA,0,SC,0,4,0
4215307,2,SALETE,0,SC,1,1,0.5
4215356,2,SALTINHO,0,SC,0,2,0
4215406,2,SALTO VELOSO,0,SC,0,2,0
4215455,3,SANGÃO,0,SC,0,3,0
4215505,3,SANTA CECÍLIA,0,SC,2,1,0.6666666666666666
4215554,3,SANTA HELENA,0,SC,0,3,0
4215604,2,SANTA ROSA DE LIMA,0,SC,0,2,0
4215653,3,SANTA ROSA DO SUL,0,SC,0,3,0
4215679,3,SANTA TEREZINHA,0,SC,1,2,0.3333333333333333
4215695,2,SANTA TEREZINHA DO PROGRESSO,0,SC,1,1,0.5
4215687,2,SANTIAGO DO SUL,0,SC,0,2,0
4215703,4,SANTO AMARO DA IMPERATRIZ,0,SC,0,4,0
4215802,6,SÃO BENTO DO SUL,0,SC,0,6,0
4215752,3,SÃO BERNARDINO,0,SC,0,3,0
4215901,2,SÃO BONIFÁCIO,0,SC,0,2,0
4216008,3,SÃO CARLOS,0,SC,0,3,0
4216057,2,SÃO CRISTÓVÃO DO SUL,0,SC,2,0,1
4216107,3,SÃO DOMINGOS,0,SC,1,2,0.3333333333333333
4216206,6,SÃO FRANCISCO DO SUL,0,SC,0,6,0
4216305,5,SÃO JOÃO BATISTA,0,SC,1,4,0.2
4216354,2,SÃO JOÃO DO ITAPERIÚ,0,SC,0,2,0
4216255,2,SÃO JOÃO DO OESTE,0,SC,0,2,0
4216404,2,SÃO JOÃO DO SUL,0,SC,0,2,0
4216503,3,SÃO JOAQUIM,0,SC,0,3,0
4216602,9,SÃO JOSÉ,0,SC,0,9,0
4216701,2,SÃO JOSÉ DO CEDRO,0,SC,0,2,0
4216800,2,SÃO JOSÉ DO CERRITO,0,SC,0,2,0
4216909,2,SÃO LOURENÇO DO OESTE,0,SC,1,1,0.5
4217006,2,SÃO LUDGERO,0,SC,0,2,0
4217105,2,SÃO MARTINHO,0,SC,1,1,0.5
4217154,2,SÃO MIGUEL DA BOA VISTA,0,SC,0,2,0
4217204,3,SÃO MIGUEL DO OESTE,0,SC,0,3,0
4217253,4,SÃO PEDRO DE ALCÂNTARA,0,SC,0,4,0
